status,city,state,country,classification,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,report_date,code_info,more_code_info,termination_date
Ongoing,San Antonio,TX,United States,Class II,Food,94529,H-E-B San Antonio Retail Support Center (SARSC),4710 N Pan Am Expy,,78218-5415,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Texas,F-1280-2024,3-ounce H-E-B Creamy Creations Ice Cream Lime/Orange Combo - 12 pack,"8,172 bags - 12, 3oz cups per bag",Potential metal contamination,2024-04-27,2024-05-30,2024-06-05,Code date 08/31/2024 thru 09/03/2024,,
Terminated,Rochester,NY,United States,Class II,Food,93823,"Wegmans Food Markets, Inc.",1500 Brooks Ave,,14624-3512,Voluntary: Firm initiated,Other,"NY, VA, MD, PA, NJ, MA, NC, DE, DC",F-0862-2024,"24ct Petite Pastry Tray, plastic tray with white base and clear lid (not a scale label) (UPC: UPC 7789034215)","10,338 croissants Total",Product contains undeclared soy lecithin.,2024-01-12,2024-02-08,2024-02-14,Best By Dates: To be provided ASAP,,2024-03-22
Terminated,Garden Grove,CA,United States,Class I,Food,94085,LQNN Inc.,7180 Lampson Ave,,92841-3914,Voluntary: Firm initiated,Letter,"U.S. distribution to customers in: Alabama, Arizona, Arkansas, California, Colorado, Florida, Georgia, Hawaii, Illinois, Indiana, Kansas, Louisiana, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Nebraska, Nevada, New Jersey, New Mexico, New York, North Carolina, Ohio, Oklahoma, Oregon, Tennessee, Texas, Utah, Virginia, and Washington.   Canada with different product code and name:  Banh Pia Hopia Cake Gateau Hopia",F-1042-2024,"BANH PIA Hopia Cake, Mung Bean - Durian, 16.8 oz (480g)","222,320 bags (total)",Undeclared allergen; egg,2024-02-20,2024-03-07,2024-03-13,Universal Product Code: 8 936014 318942.  Lot #s:  B4.12.23; B6.12.23; B1.11.23; B2.11.23; B3.11.23; A7.11.23; A8.11.23; A9.11.23; A1.11.23; A2.11.23; A3.11.23; A4.11.23; C9.10.23; C10.10.23; C11.10.23; C6.10.23; C7.10.23; C8.10.23; C2.10.23; C3.10.23; C4.10.23; C5.10.23; C1.10.23; B10.10.23; B4.10.23; B5.10.23; B6.10.23; B7.10.23; B8.10.23; B1.10.23; B2.10.23; A10.10.23,,2024-05-14
Ongoing,Fort Myers,FL,United States,Class I,Food,94308,Belgian Yummies,7970 Summerlin Lakes Dr Ste 101,N/A,33907-1855,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",The products were only distributed in the state of Florida.,F-1235-2024,Peanut Butter Ice Cream Cookie Sandwich. Sandwiches packaged in a gold or clear bags. 50 sandwiches per case and weighting 4oz each sandwich.,60,"Undeclared Allergen: milk, eggs, wheat, peanuts, and tree nuts.",2024-03-20,2024-05-09,2024-05-15,No lot numbers provided; Expiration date is 6 months from production date.,,
Ongoing,Sunbury,PA,United States,Class II,Food,94241,"Weis Markets, Inc., Ice Cream Division",800 S 2nd St,,17801,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Distributed in a retail store in PA,F-1151-2024,Bakery Item Angel Creme Filled Chocolate Iced Donuts   6 ct. scale UPC: 2101080005508 packaged in a cardboard box. Product is also separately in the self service case in the store bakery. Customers can put their selected donut(s) in a bag or clamshell container.,90 donuts,Foreign material (metal) in donuts,2024-03-15,2024-04-13,2024-04-24,"Single Serve Donut   Sell by Mar 15, 24   Sell by Mar 16, 24 6 count Donut -           Sell by Mar 17, 24   Sell by Mar 18, 24",,
Ongoing,New Century,KS,United States,Class I,Food,94565,Danisco USA Inc.,4 New Century Pkwy,N/A,66031-1144,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","US: AZ, CA, CO, FL, IA, ID, IL, IN, KS, KY, MI, MN, MO, NE, NJ, NY, OH, OK, PA, TN, TX, UT, VA, WI; Canada, and Mexico",F-1316-2024,"Grindsted Creamer 2103 Stabilizer and Emulsifier System, 22. 68 kg / 50 lb bag",36265.32 kg,Potential Salmonella Contamination,2024-05-03,2024-06-06,2024-06-12,Lot numbers: 1204582467; 1204582468; 1204582469; 1204582470; 1204583314; 1204583315; 1204583316; 1204583317; 1204583318; 1204583319; 1204583320; 1204583321; 1204583322; 1204583323; 1204583324; 1204583325; 1204583326; 1204583327; 1204583328; 1204583329; 1204583330; 1204583331; 1204583332; 1204583333; 1204583335; 1204583336; 1204583337; 1204583338; 1204583339; 1204583340; 1204583341; 1204583342; 1204583343; 1204583344; 1204583345; 1204583346; 1204583347; 1204583348; 1204583349; 1204583350; 1204583351; 1204583352; 1204583353; 1204583346,,
Ongoing,Cleveland,OH,United States,Class II,Food,93817,Greco Sidari,3820 Lakeside Ave E,,44114-3848,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","OH, NY & PA",F-0834-2024,GRANDE  SOPRAFFINA RICOTTA 1/30#  SUPC/ITEM # 19536,1375 cases total,The food was not held at an appropriate temperature.  The holding temperature could affect spoilage and potentially support pathogen growth.,2024-01-11,2024-02-05,2024-02-14,"All Lot Codes Distributed between November 26, 2023 and January 5, 2024",,
Ongoing,Sacramento,CA,United States,Class II,Food,94390,Sacramento Cookie Factory,3428 Auburn Blvd,N/A,95821-1904,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","U.S. Distribution to the following states: CA, AK, IA, NY, TX, FL, WA, NJ, WA, VA, GA, TN, AZ, AL, NC. For foreign or government distribution.",F-1217-2024,Champagne Wafer - Raspberry Almond [Two sizes: retail package of 8 wafers (7 oz) and retail gift package of 2 wafers (2 oz)],"Retail package of 8 wafers: 1,263 units; Retail Gift of 2 wafers: 240 units",Undeclared allergen (milk),2024-04-17,2024-05-06,2024-05-15,All best by dates up to 4/2/2025 (shelf life is 1 year from manufacture date). Firm does not apply lot codes.,,
Ongoing,Rosemead,CA,United States,Class II,Food,94434,"BF Suma Pharmaceuticals, Inc.",5001 Earle Ave,,91770-1169,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","U.S. distribution to the following states: CA, TX. Foreign distribution to Canada and Guatemala.",F-1208-2024,"Longreen Corporation Xlim Express Coffee, 15 grams/sachet, 10 sachets/box","23,701 boxes","Undeclared allergens due to sub-ingredients, soy lecithin and coconut oil",2024-04-18,2024-04-26,2024-05-08,"Batch No. C33619, Best By Date: 02 2026; Batch No. H33119, Best By Date: 07 2026; Batch No. H33219, Best By Date: 07 2026; Batch No. C40719, Best By Date: 02 2027; Batch No. C40819, Best By Date: 02 2027",,
Ongoing,Brooklyn,NY,United States,Class II,Food,94556,"Maribel's Sweets, Inc.",38 Dobbin St,,11222-3110,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide E-commerce, retail stores in NY",F-1269-2024,5. 9pc signature box,4011 Boxes total,Contains undeclared coconut.,2024-05-02,2024-05-27,2024-06-05,"Lot/Unit Numbers:  07324,07424, 07824, 07924, 08024, 08124, 08524, 08624, 08724, 08824, 09224, 09324, 08424, 08524, 09924, 10024, 10124, 10224, 10624, 10824, 10724, 10924, 11324, 11424, 11524, 12024, 12124, 12224, 12324  Expiration date(s) or Use by Date(s) or expected shelf life of product:  fresh 6 weeks and frozen 1 year  UPC Codes:  877708005909",,
Terminated,Fostoria,OH,United States,Class II,Food,93915,Mennel Milling Company,319 S Vine St,PO Box 806,44830-1843,Voluntary: Firm initiated,E-Mail,"KY, MI, NJ, NY, OH, PA",F-0884-2024,"BREAD FLOUR UNBL ENR delivered as bulk product in approximately 50,000 lbs trailers",2633960 TOTAL lbs,"Potential Foreign Material - Metal, Wood, Gasket Material, and/or Sifter balls",2024-01-30,2024-02-16,2024-02-28,Lot Codes: 24024-43; 24024-46; 24024-51; 24024-55; 24025-04; 24025-17; 24025-11; 24025-14; 24025-07; 24025-33; 24025-40; 24025-37; 24026-10; 24026-24; 24026-26; 24026-05; 24026-19; 24025-46; 24027-14; 24027-19; 24027-11; 24026-38; 24027-04; 24027-25; 24029-03; 24028-19; 24027-06; 24027-05; 24026-12; 24028-07; 24026-23; 24028-10; 24026-53; 24025-35; 24026-20; 24026-15; 24028-18  Product Code: S352T1-00999,,2024-03-21
Terminated,San Fernando,CA,United States,Class I,Food,93983,Fresh & Ready Foods LLC,"1145 Arroyo Ave, Units B & C",,91340-1842,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","U.S. distribution to the following: CA, NV, UT, AZ   No foreign distribution.",F-1078-2024,Fresh & Ready Chicken Torta Sandwich 9 oz UPC 8290690706,,L. mono contamination,2024-02-06,2024-03-15,2024-03-27,Use By Dates 02/03/2024 to 02/22/202,,2024-04-16
Terminated,Plymouth,WI,United States,Class I,Food,93950,"Sargento Foods, Inc.",1 Persnickety Pl,,53073-3544,Voluntary: Firm initiated,E-Mail,"AZ, CA, FL, GA, IL, IN, MD, NC, NJ, NV, OH, RI, TX, WA, WI",F-1011-2024,"Swiss cheese packaged in the following configurations:   1.   Sargento Fancy Shredded Swiss Cheese, Pack Size 400/1 oz.  Net Wt 25.000 lbs.   Material #10000390, UPC 46100349816.     2.  Sargento Fancy Shredded Swiss Cheese, Pack Size 500/0.5 oz.  Net Wt 15.625   Material #10001021, UPC 46100334997.      Keep Refrigerated.  Product of USA.  Distributed By Sargento Foods Inc, Plymouth, WI  53073  USA.","1,143 cases",Listeria monocytogenes,2024-02-05,2024-02-29,2024-03-06,Batch / Use By Dates:   Product 1:   02224170 / Best By   MAY/18/24    Product 2:    02212841 / Best By   MAR/02/24;  02224429 / Best By   MAY/19/24;  02226155 / Best By   JUN/02/24,,2024-04-30
Terminated,Los Angeles,CA,United States,Class II,Food,94069,Chin Jung Corporation,936 Long Beach Ave,,90021-2317,Voluntary: Firm initiated,Letter,"U.S. distribution to customers (supermarkets) in California, Colorado, Nevada.",F-0931-2024,Chin Jung White Kimchi - 3 lb. 8 oz (1.58 kg) plastic jars,"1,274 jars",Undeclared allergen; fish,2024-02-16,2024-02-27,2024-03-06,Firm does not apply lot codes or expiration dates to jars,,2024-03-22
Ongoing,New Century,KS,United States,Class I,Food,94565,Danisco USA Inc.,4 New Century Pkwy,N/A,66031-1144,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","US: AZ, CA, CO, FL, IA, ID, IL, IN, KS, KY, MI, MN, MO, NE, NJ, NY, OH, OK, PA, TN, TX, UT, VA, WI; Canada, and Mexico",F-1325-2024,"Grindsted GSD 1076 Stabilizer and Emulsifier System, 22.68 kg / 50 lb bag",4513.32 kg,Potential Salmonella Contamination,2024-05-03,2024-06-06,2024-06-12,Lot number: 1204612351; 1204621695; 1204621696; 1204621697; 1204621699,,
Ongoing,Auburndale,FL,United States,Class II,Food,94209,THE COCA-COLA COMPANY,705 Main St,,33823-4425,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",U.S. distribution to 760 consignees in SC and FL.,F-1113-2024,"Powerade Mountain Berry Blast    -  20oz PET bottles 24 variety pack, 8 bottles of Powerade Grape within the variety pack",366 cases,"The potential presence of a foreign metal object in the product, i.e. a stainless-steel ring.",2024-02-27,2024-03-29,2024-04-10,"Lot Codes 0013098209, 0013111742, 0013111657, 0013119902 Expiration date: NOV1124AMG  and NOV18AMA",,
Ongoing,Costa Mesa,CA,United States,Class II,Food,94234,"NRS Enterprises, Inc. dba Sunflour Bakery",2950 Grace Ln,N/A,92626-4169,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Products were distributed to customers within the state of CA.,F-1105-2024,"German Home Bakery Raspberry Coffee Cake, 16 oz, clear poly bag",70 loaves,Undeclared Yellow #5,2024-03-08,2024-03-27,2024-04-03,Pull date for the coffee cakes are 03/08/2024,,
Terminated,Orinda,CA,United States,Class II,Food,94203,Otis McAllister,25 Orinda Way Ste 101,N/A,94563-4402,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","U.S. distribution to the following: UT, OR, TX, WA  No foreign distribution.",F-1108-2024,"Product LAbeled in part: ""Emerald River Premium Thai Jasmine Rice ... Net Wt 50 lb (22.7 kg) ... UPC 0 28571 00474 6""",2700 bags,Foreign object; piece of glass.,2024-03-06,2024-03-28,2024-04-03,Lot 11526 090425 Best if used by: 04/Sep/2025,,2024-06-05
Ongoing,Skokie,IL,United States,Class II,Food,94188,RAJA FOODS LLC,8110 Saint Louis Ave,N/A,60076-2925,Voluntary: Firm initiated,Press Release,"NY, NJ, PA, MD, VA, CT, MA, NH, TN, FL, GA, AL, NC, IL MS",F-1126-2024,"SWAD BRAND CINNAMON POWDER in clear plastic 3.5 OZ bags, UPC 0-51179-34280-4, 20 retail units per wholesale case",200 cases (for all products),Product tested positive for lead,2024-03-07,2024-04-08,2024-04-17,Batch KX21223 Best Before July 2026,,
Terminated,Hunt Valley,MD,United States,Class II,Food,94282,"McCormick & Company,  Inc.- Consumer Product Division",11100 Mccormick Rd,,21031-1107,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","The product was distributed to the following States: AZ, IL",F-1213-2024,"FRENCH S CRISPY FRIED ONIONS ORIG 16/6 OZ, Case Pack - 16/6 OZ,","6.0 ounce - 3,456 Units",Potential growth of Staphylococcus aureus,2024-03-18,2024-05-02,2024-05-08,"UPC : 041500220208, Best buy July 23, 2025",,2024-05-13
Ongoing,Massillon,OH,United States,Class II,Food,94283,"Shearer's Foods, LLC",100 Lincoln Way E,,44646-6634,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",OK,F-1174-2024,"Great Value Twist & Shout Strawberry Creme Sandwich Cookies, Net WT 15.35 oz. box containing film wrapped trays of stacked cookies. 12 boxes per case.","112 cases, 1344 units",May contain foreign material (plastic),2024-03-21,2024-04-18,2024-04-24,BEST IF USED BY:  SEP 11 2024 CB03,,
Ongoing,New Century,KS,United States,Class I,Food,94565,Danisco USA Inc.,4 New Century Pkwy,N/A,66031-1144,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","US: AZ, CA, CO, FL, IA, ID, IL, IN, KS, KY, MI, MN, MO, NE, NJ, NY, OH, OK, PA, TN, TX, UT, VA, WI; Canada, and Mexico",F-1306-2024,"Grindsted Whipped Cream #2 rBST-fr, Stabilizer and Emulsifier System, 22.68 kg / 50 lb bag",35448.84 kg,Potential Salmonella Contamination,2024-05-03,2024-06-06,2024-06-12,Lot numbers: 1204582436; 1204582437; 1204582438; 1204582439; 1204582440; 1204582441; 1204582442; 1204582443; 1204582444; 1204589431; 1204589432; 1204589433; 1204590519; 1204590520; 1204590521; 1204590522; 1204590523; 1204582444; 1204590524; 1204594180; 1204597273; 1204602260; 1204602261; 1204602262; 1204607218; 1204607220; 1204607221; 1204613396; 1204613399; 1204613400; 1204615943; 1204615945; 1204615946; 1204615947; 1204615948; 1204615949; 1204615950; 1204615951; 1204620773; 1204621595; 1204626094,,
Ongoing,Green Bay,WI,United States,Class II,Food,94578,Schreiber Foods Inc,400 N Washington St,N/A,54301-5111,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","CA, FL, IA, IL, IN, MA, MD, MI, MN, MO, NC, NJ, NY, OH, PA, TX, VA, WA, WI.  Product was also shipped to Puerto Rico.",F-1293-2024,"Chive and Onion Cream Cheese Spread, Net Wt. 8 oz. (226g). Keep Refrigerated, packaged under the following brands: 1.	Fareway, UPC 0 21333-83066 9. Packed for Fareway Store, Inc. Boone, Iowa 50036. 2.	Happy Farms, UPC 4099100 101751. Dist & Sold Exclusively by Aldi, Batavia, IL  60510. 3.	Hy Vee, UPC 0 75450-09607 1. Distributed by Hy-Vee Inc. West Des Moines, IA  50266.","835,721 units total",Potential Salmonella contamination.,2024-05-03,2024-06-04,2024-06-12,"1. USE BY SEP 13 24 2. SELL BY 09/13/2024, SELL BY 09/22/2024 3. BEST BY 09/22/24",,
Ongoing,Rosemead,CA,United States,Class II,Food,94434,"BF Suma Pharmaceuticals, Inc.",5001 Earle Ave,,91770-1169,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","U.S. distribution to the following states: CA, TX. Foreign distribution to Canada and Guatemala.",F-1206-2024,"Longreen Corporation 4 in1 Reishi Coffee, 18.2 grams/sachet, 10 sachets/box","59,873 boxes","Undeclared allergens due to sub-ingredients, soy lecithin and coconut oil",2024-04-18,2024-04-26,2024-05-08,"Batch No. A34319, Best By Date: 12  2025; Batch No. A34419, Best By Date: 12  2025; Batch No. E34519, Best By Date: 04 2026; Batch No. E34619, Best By Date: 04 2026; Batch No. F34119, Best By Date: 05 2026; Batch No. F34219, Best By Date: 05 2026; Batch No. H34519, Best By Date: 07 2026; Batch No. H34619, Best By Date: 07 2026; Batch No. A43119, Best By Date: 12 2026; Batch No. A43219, Best By Date: 12 2026; Batch No. B41119, Best By Date: 01 2027; Batch No. B41219, Best By Date: 01 2027",,
Ongoing,Springdale,AR,United States,Class II,Food,94548,Rise Baking Company dba South Coast Baking,800 S 40th St,N/A,72762-4826,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","California, Ohio, Pennsylvania, Oregon, Florida, Illinois, North Carolina, Massachusetts, Wisconsin, Colorado, Louisiana, Texas, Missouri, Minnesota, Oklahoma, New York, Michigan, Indiana, Maryland, New Jersey and Georgia",F-1300-2024,"Costco Chocolate Chunk Frozen Cookie Dough, Net Wt. 33lb (14.97kg), 1.6 oz dough pucks  Member's Mark Chocolate Chunk, Net Wt. 14.85lb (6.74kg), 144/1.65 oz dough pucks/case Panera Chocolate Chipper Cookie, Net Wt. 41.25 lb (18.71kg), 220/3 oz dough pucks/case Rise Baking Jumbo Chocolate Chunk, Net Wt. 37.5 lb (17.01 kg), 240/2.5 oz dough pucks/case Mini Chocolate Chip Cookie, Net Wt.  16.87 lb (7.65 kg), 600/0.45 oz dough pucks/case","29,019 Cases (Total all products)",Potential Salmonella contamination,2024-05-02,2024-06-06,2024-06-12,4109N1 4110N1 4106N3 4107N3 4108N3 4109N3 4110N3 4116N1 4117N1 4109N4 4110N4 4115N1,,
Ongoing,San Luis,AZ,United States,Class I,Food,93920,HandNatural,874 S Main St,,85349-7500,Voluntary: Firm initiated,E-Mail,Firm is  100% internet sales. Distribution is unknown at this time.,F-1161-2024,"H&NATURAL TEJOCOTE ROOT 90 PIECES, 3 MONTH SUPPLY, PURE AND NATURAL RAIZ DE TEJOCOTE SUPPLEMENT FOR WOMEN AND MEN.",Unknown at this time.,Product recalled due to the presence of yellow oleander and its components in the product.,2024-02-09,2024-04-16,2024-04-24,No Lot code on label. Expiration date listed as 05/24 and 03/24.,,
Terminated,Fostoria,OH,United States,Class II,Food,93915,Mennel Milling Company,319 S Vine St,PO Box 806,44830-1843,Voluntary: Firm initiated,E-Mail,"KY, MI, NJ, NY, OH, PA",F-0902-2024,"PIZZA 50/50 UNMALTED 904181 delivered as bulk product in approximately 50,000 lbs trailers",2633960 TOTAL lbs,"Potential Foreign Material - Metal, Wood, Gasket Material, and/or Sifter balls",2024-01-30,2024-02-16,2024-02-28,Lot Codes: 24024-36; 24024-43; 24024-46; 24024-51; 24024-55; 24025-04; 24025-07; 24025-11; 24025-14; 24025-17; 24025-23; 24025-33; 24025-35; 24025-37; 24025-40; 24025-45; 24025-46; 24026-05;    24026-10;    24026-12; 24026-15; 24026-16; 24026-19; 24026-20; 24026-23; 24026-24; 24026-26; 24026-32;    24026-35; 24026-36; 24026-38; 24026-40; 24026-41; 24026-46; 24026-50; 24026-53; 24026-55;    24027-04; 24027-05; 24027-06; 24027-08; 24027-09; 24027-10; 24027-11; 24027-14; 24027-19;    24027-24; 24027-25; 24027-31; 24028-06; 24028-07; 24028-09; 24028-10; 24028-16; 24028-18;    24028-19; 24028-22; 24029-03; 24029-07; 24029-10; 24029-28   Product Code: H148T1-02084,,2024-03-21
Ongoing,Utica,NY,United States,Class II,Food,93811,"DeIorio Foods, Inc.",2200 Bleecker St,N/A,13501-1739,Voluntary: Firm initiated,E-Mail,"CA, NC, PA",F-0795-2024,"DeIorio Foods, Inc. brand Cafe Pizza Dough Sheet; Keep Frozen","510 cases.  Each case contains 21, 24 oz, 14 inch diameter frozen flat pizza dough.",Product contains conveyor belt pieces.,2024-01-05,2024-01-25,2024-01-31,"Best if used by date: 02/16/2024, batches L1 B051 through L1 B074",,
